-1.736196	-2.371210
-0.901829	0.724777
-1.234331	2.823999
-0.415334	-1.972185
-2.898826	1.652776
-0.845814	0.439433
0.455288	-1.883351
1.928383	0.291336
3.144267	1.564053
-1.687163	2.531090
0.670564	1.916444
1.930907	-0.429947
1.714417	1.259243
-0.029492	-0.856433
0.541265	-0.036780
-2.191032	-1.737209
0.715644	-2.034350
-1.762641	-2.270603
1.270668	1.484400
-2.018227	0.630882
-0.042787	-2.960944
1.839655	-1.056820
0.275993	-3.283809
3.153782	0.694037
-1.253727	1.234471
-2.425514	-1.808713
-0.877638	2.051756
0.458848	-3.200607
0.978457	-1.505474
1.923868	-0.571591
-0.144639	-0.838805
-2.645386	-1.972517
1.830977	1.156500
-2.938420	0.058111
-0.407524	-3.036755
-2.250465	-1.520009
2.637540	1.216006
-1.918902	-2.140147
-1.359115	-2.614221
-2.029161	0.370274
-0.664230	-0.724069
-2.115191	-0.505298
1.525639	-1.225539
-0.562125	-1.029494
-2.979876	-0.798591
-0.905366	-2.600537
0.833955	-1.819772
-2.263278	-1.748268
-0.938094	-3.166596
2.212448	2.126032
-1.556495	-1.440400
2.443172	1.337445
-0.633866	-1.892787
1.942843	2.417969
1.593527	2.239860
0.749972	0.523827
0.485390	-1.872485
-1.765184	2.215251
1.148780	2.567247
-1.037190	1.929025
-0.133727	-3.074593
3.119729	-0.495308
-2.764584	-0.428027
-0.711075	0.162187
2.834849	-1.644768
0.451572	0.902677
0.027271	-1.872971
-2.206963	2.244806
0.071740	-2.482879
0.759169	-2.051339
-0.356177	-2.599015
2.217450	2.446050
-0.995391	2.931140
-1.176433	1.506201
2.124402	-1.863251
2.208690	-1.796181
-1.977910	0.495020
0.053054	2.721754
-2.500265	-1.834148
-0.634204	2.878957
0.693697	0.615263
2.166445	-2.184870
2.655199	-1.554005
2.753627	-1.155124
1.791970	0.816389
-2.859510	-0.520849
1.490180	0.165166
-0.383100	1.250430
0.894442	1.673567
0.611042	0.500724
-1.371191	-1.540910
2.779440	-1.611558
3.125751	-0.261447
0.648115	1.760386
2.801109	-1.431010
2.652550	0.999543
2.023266	0.230219
2.486079	1.456361
1.790851	-0.430630
1.053906	0.451566
1.165263	0.148707
2.073940	2.201326
0.600379	2.768072
-2.728161	0.977759
0.331739	1.193706
-0.149329	-2.989707
0.869111	-0.455406
-1.264620	2.860065
0.796892	2.984620
0.639218	-0.549526
0.287435	2.021818
-1.435464	-2.151568
-1.793938	0.730540
-2.047568	-0.953741
-1.983989	1.945899
1.982172	-1.033513
0.135207	3.467783
1.874920	-1.105918
-1.227827	1.576604
0.677401	-3.025328
-1.511059	-2.347326
2.141318	-2.292364
2.995463	-0.146844
1.482998	1.687990
0.516867	-2.895553
1.655825	-1.391431
2.969640	0.620915
0.230548	-0.872510
1.165510	1.329737
0.977058	1.841501
2.427955	1.272054
3.075952	0.280297
-0.454459	-0.477522
1.903839	-0.204435
3.207523	0.214424
-1.982244	1.885722
-1.270002	-1.276866
2.141036	-2.081144
-0.927125	0.070624
-1.449900	3.027684
2.553831	-1.497084
1.066606	2.677536
-1.851976	0.286067
1.039157	2.492306
-0.594575	3.212392
0.133203	0.815839
0.556469	0.793443
-0.824171	2.989663
-0.522513	2.876030
-0.424502	1.860369
3.201514	-0.669969
-0.216989	1.119802
0.294283	-1.764225
-2.763950	-1.265159
2.079908	0.137885
-2.676556	-1.546976
-2.372489	1.424005
-2.965983	-1.443913
1.667422	2.354671
3.149896	0.487039
-0.612821	1.868213
-0.120575	2.026236
1.726904	-0.257489
1.442248	2.548877
0.677401	-3.025328
